SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,August-22-2018,Single Family Residential,94 Sherbourne Pl,Waltham,MA,2451,804500,6,3.5,Reservoir Estates,3950,15582,1979,,204,,Sold,,,https://www.redfin.com/MA/Waltham/94-Sherbourne-Pl-02451/home/11798364,MLS PIN,72341174,N,Y,42.4228347,-71.2656816
PAST SALE,June-22-2023,Townhouse,11 Bellevue St #2,Waltham,MA,2453,665000,4,2.5,Waltham,2203,,1890,,302,86,Sold,,,https://www.redfin.com/MA/Waltham/11-Bellevue-St-02453/unit-2/home/40324215,MLS PIN,73097697,N,Y,42.369913,-71.2465596
PAST SALE,December-17-2020,Townhouse,98 Francis St #2,Waltham,MA,2451,532000,3,2,Waltham,1357,,2001,,392,,Sold,,,https://www.redfin.com/MA/Waltham/98-Francis-St-02451/unit-2/home/11821839,MLS PIN,72722748,N,Y,42.3798126,-71.2458363
PAST SALE,,Condo/Co-op,17 Parkers Ln #1,Waltham,MA,2453,465000,3,2,,1382,,1900,,336,,,,,https://www.redfin.com/MA/Waltham/17-Parkers-Ln-02453/unit-1/home/11822248,,,N,Y,42.3711268,-71.2218511
PAST SALE,,Condo/Co-op,47 Angleside Rd #1,Waltham,MA,2453,377500,2,1,,1165,,1980,,324,,,,,https://www.redfin.com/MA/Waltham/47-Angleside-Rd-02453/unit-1/home/11818833,,,N,Y,42.3589889,-71.2582144
PAST SALE,,Condo/Co-op,38 Eddy St #1,Waltham,MA,2453,550000,1,1,,958,,1920,,574,,,,,https://www.redfin.com/MA/Waltham/38-Eddy-St-02453/unit-1/home/12551651,,,N,Y,42.375706,-71.2538577
PAST SALE,June-3-2019,Multi-Family (2-4 Unit),66-68 Central St,Waltham,MA,2453,695000,4,2,Waltham,2298,12115,1880,,302,,Sold,,,https://www.redfin.com/MA/Waltham/66-Central-St-02453/home/181077604,MLS PIN,72466334,N,Y,42.3751831,-71.2318169
PAST SALE,,Condo/Co-op,330 Bishops Forest Dr,Waltham,MA,2452,740000,2,2,,2235,,1989,,331,,,,,https://www.redfin.com/MA/Waltham/330-Bishops-Forest-Dr-02452/home/11804850,,,N,Y,42.3983583,-71.22455
PAST SALE,,Condo/Co-op,136 Bishops Forest Dr #000136,Waltham,MA,2452,831000,2,2.5,,2913,,1995,,285,,,,,https://www.redfin.com/MA/Waltham/136-Bishops-Forest-Dr-02452/unit-000136/home/11804982,,,N,Y,42.3985798,-71.2291788
PAST SALE,,Condo/Co-op,215 Ash St #4,Waltham,MA,2453,455000,2,1,,835,,1900,,545,,,,,https://www.redfin.com/MA/Waltham/215-Ash-St-02453/unit-4/home/11823131,,,N,Y,42.3647152,-71.2330012
PAST SALE,October-5-2020,Condo/Co-op,243 Lake St #23,Waltham,MA,2451,250000,1,1,Lakeview,450,3000,1970,,556,295,Sold,,,https://www.redfin.com/MA/Waltham/243-Lake-St-02451/unit-23/home/11822962,MLS PIN,72726291,N,Y,42.4046487,-71.244863
PAST SALE,August-11-2022,Multi-Family (2-4 Unit),24-26 Taylor St,Waltham,MA,2453,845580,6,4.5,Waltham,3087,5001,1870,,274,,Sold,,,https://www.redfin.com/MA/Waltham/24-Taylor-St-02453/home/11817085,MLS PIN,73012087,N,Y,42.370136,-71.2359033
PAST SALE,,Condo/Co-op,14 Gardner St #2,Waltham,MA,2453,550000,4,2,,1599,,1900,,344,,,,,https://www.redfin.com/MA/Waltham/14-Gardner-St-02453/unit-2/home/18967014,,,N,Y,42.3702105,-71.2322743
PAST SALE,,Condo/Co-op,74 School St #1,Waltham,MA,2452,377500,1,1,,780,,1985,,484,,,,,https://www.redfin.com/MA/Waltham/74-School-St-02452/unit-1/home/11438190,,,N,Y,42.3777607,-71.2343064
PAST SALE,,Multi-Family (2-4 Unit),418 Main St,Waltham,MA,2452,701888,9,4,,3686,11761,1820,,190,,,,,https://www.redfin.com/MA/Waltham/418-Main-St-02452/home/11813417,,,N,Y,42.3773647,-71.2265415
PAST SALE,,Condo/Co-op,79 Bishops Forest Dr,Waltham,MA,2452,675000,2,3,,2424,,1988,,278,,,,,https://www.redfin.com/MA/Waltham/79-Bishops-Forest-Dr-02452/home/11820746,,,N,Y,42.3993482,-71.2302357
PAST SALE,,Condo/Co-op,36 Jacqueline Rd Unit F,Waltham,MA,2452,355000,2,1,,780,,1979,,455,,,,,https://www.redfin.com/MA/Waltham/36-Jacqueline-Rd-02452/unit-F/home/11801029,,,N,Y,42.4078276,-71.2329685
PAST SALE,September-10-2021,Townhouse,61 Gale St #1,Waltham,MA,2453,819900,3,2.5,Waltham,2400,,2021,,342,200,Sold,,,https://www.redfin.com/MA/Waltham/61-Gale-St-02453/unit-1/home/179768378,MLS PIN,72893353,N,Y,42.3738263,-71.2238699
PAST SALE,May-3-2022,Townhouse,36 Taylor St #2,Waltham,MA,2543,1350000,3,4,South Waltham,3000,,2021,,450,250,Sold,,,https://www.redfin.com/MA/Falmouth/36-TAYLOR-ST-02543/unit-2/home/178973614,MLS PIN,72964105,N,Y,42.370084,-71.235333
PAST SALE,,Condo/Co-op,111 Hammond St #3,Waltham,MA,2451,492000,2,1.5,,800,,2004,,615,,,,,https://www.redfin.com/MA/Waltham/111-Hammond-St-02451/unit-3/home/11822326,,,N,Y,42.3801888,-71.2464174
PAST SALE,July-16-2018,Single Family Residential,39 Braemore Rd,Waltham,MA,2453,975000,4,3,Waltham,3200,7400,2018,,305,,Sold,,,https://www.redfin.com/MA/Waltham/39-Braemore-Rd-02451/home/76478964,MLS PIN,72340243,N,Y,42.4005124,-71.2411138
PAST SALE,,Condo/Co-op,40 Bacon St #4,Waltham,MA,2451,459000,2,1.5,,832,,2001,,552,,,,,https://www.redfin.com/MA/Waltham/40-Bacon-St-02451/unit-4/home/11821873,,,N,Y,42.3777802,-71.2431021
PAST SALE,,Condo/Co-op,64 Cherry St #3,Waltham,MA,2453,369900,1,1,,755,,1920,,490,,,,,https://www.redfin.com/MA/Waltham/64-Cherry-St-02453/unit-3/home/11822591,,,N,Y,42.3672146,-71.239616
PAST SALE,,Condo/Co-op,97 Fiske St,Waltham,MA,2451,495000,3,1.5,,1680,,1997,,295,,,,,https://www.redfin.com/MA/Waltham/97-Fiske-St-02451/home/11821069,,,N,Y,42.3796634,-71.2433979
PAST SALE,June-27-2022,Condo/Co-op,73 Lionel Ave Unit A,Waltham,MA,2452,300000,1,1,Waltham,710,,1979,,423,320,Sold,,,https://www.redfin.com/MA/Waltham/73-Lionel-Ave-02452/unit-A/home/11803769,MLS PIN,72986285,N,Y,42.4056193,-71.2310491
PAST SALE,August-7-2018,Single Family Residential,166 Circle Dr,Waltham,MA,2452,586500,3,2,Waltham,2380,10824,1957,,246,,Sold,,,https://www.redfin.com/MA/Waltham/166-Circle-Dr-02452/home/11804045,MLS PIN,72350816,N,Y,42.4015204,-71.2155627
PAST SALE,June-11-2019,Condo/Co-op,64 Jacqueline Rd #12,Waltham,MA,2452,250000,1,1,Waltham,720,,1979,,347,365,Sold,,,https://www.redfin.com/MA/Waltham/64-Jacqueline-Rd-02452/unit-12/home/11820562,MLS PIN,72489605,N,Y,42.406794,-71.231397
PAST SALE,January-28-2022,Single Family Residential,99 Seminole Ave,Waltham,MA,2451,570000,3,2,Waltham,1296,4230,1965,,440,,Sold,,,https://www.redfin.com/MA/Waltham/99-Seminole-Ave-02451/home/11801877,MLS PIN,72933407,N,Y,42.4051854,-71.245774
PAST SALE,April-30-2021,Single Family Residential,101 Copeland St,Waltham,MA,2451,745000,4,2,Waltham,1908,10411,1964,,390,,Sold,,,https://www.redfin.com/MA/Waltham/101-Copeland-St-02451/home/11798962,MLS PIN,72788120,N,Y,42.416606,-71.2481407
PAST SALE,May-28-2020,Townhouse,8 Day St #2,Waltham,MA,2453,760000,3,3.5,Waltham,2400,5009,2020,,317,,Sold,,,https://www.redfin.com/MA/Waltham/8-Day-St-02453/unit-2/home/171378036,MLS PIN,72645584,N,Y,42.3677771,-71.2287122
PAST SALE,July-21-2022,Single Family Residential,52 Clematis Ave,Waltham,MA,2453,575000,4,2.5,Waltham,1584,7579,1920,,363,,Sold,,,https://www.redfin.com/MA/Waltham/52-Clematis-Ave-02453/home/11809844,MLS PIN,72981021,N,Y,42.383317,-71.2042851
PAST SALE,April-22-2019,Multi-Family (5+ Unit),78-80 Harvard St,Waltham,MA,2453,1400000,11,6,Waltham,4350,4950,1970,,322,,Sold,,,https://www.redfin.com/MA/Waltham/78-Harvard-St-02453/home/11812839,MLS PIN,72458239,N,Y,42.3735943,-71.2431696
PAST SALE,September-10-2020,Townhouse,14 Robbins St #2,Waltham,MA,2453,799000,3,3.5,Waltham,2300,,2020,,347,200,Sold,,,https://www.redfin.com/MA/Waltham/14-Robbins-St-02453/unit-2/home/172123842,MLS PIN,72676145,N,Y,42.3653358,-71.2428391
PAST SALE,November-19-2019,Townhouse,238 Bishops Forest Dr #238,Waltham,MA,2452,630000,2,3.5,Waltham,2420,,1989,,260,580,Sold,,,https://www.redfin.com/MA/Waltham/238-Bishops-Forest-Dr-02452/unit-238/home/77501011,MLS PIN,72559784,N,Y,42.4006853,-71.2280424
PAST SALE,May-21-2021,Condo/Co-op,19 Robbins St Unit 3-1,Waltham,MA,2453,447500,1,1,Waltham,729,,1930,,614,300,Sold,,,https://www.redfin.com/MA/Waltham/19-Robbins-St-02453/unit-3-1/home/18960330,MLS PIN,72814941,N,Y,42.3647463,-71.2428505
PAST SALE,April-27-2023,Single Family Residential,3 Tomlin St,Waltham,MA,2451,630000,3,1,Highlands,2558,12275,1920,,246,,Sold,,,https://www.redfin.com/MA/Waltham/3-Tomlin-St-02451/home/11808372,MLS PIN,73088025,N,Y,42.3856633,-71.2489332
PAST SALE,June-2-2020,Condo/Co-op,948 Main St #305,Waltham,MA,2451,420000,1,1,Waltham,761,,2012,,552,313,Sold,,,https://www.redfin.com/MA/Waltham/948-Main-St-02451/unit-305/home/92912168,MLS PIN,72656036,N,Y,42.3757015,-71.249435
PAST SALE,January-27-2022,Condo/Co-op,87 Clocktower Dr #2202,Waltham,MA,2452,655000,2,2,Waltham,1310,,2006,,500,496,Sold,,,https://www.redfin.com/MA/Waltham/87-Clocktower-Dr-02452/unit-2202/home/113230630,MLS PIN,72928488,N,Y,42.4095722,-71.224218
PAST SALE,October-11-2019,Single Family Residential,92 Potter Rd,Waltham,MA,2453,540000,3,2,Waltham,1407,1612,1883,,384,,Sold,,,https://www.redfin.com/MA/Waltham/92-Potter-Rd-02453/home/11814443,MLS PIN,72559842,N,Y,42.3745273,-71.2209926
PAST SALE,August-12-2022,Single Family Residential,29 Barbara Rd,Waltham,MA,2451,850000,3,2.5,Warrendale,1732,5750,1930,,491,,Sold,,,https://www.redfin.com/MA/Waltham/29-Barbara-Rd-02453/home/11815596,MLS PIN,72994828,N,Y,42.3759428,-71.2104536
PAST SALE,December-5-2022,Single Family Residential,62 Oakley Ln,Waltham,MA,2452,860000,4,2,Waltham,2668,12001,1954,,322,,Sold,,,https://www.redfin.com/MA/Waltham/62-Oakley-Ln-02452/home/11808895,MLS PIN,73059868,N,Y,42.3844398,-71.2330587
PAST SALE,August-14-2020,Single Family Residential,83 Barbara Rd,Waltham,MA,2453,800000,4,2.5,WARRENDALE,2434,6882,1938,,329,,Sold,,,https://www.redfin.com/MA/Waltham/83-Barbara-Rd-02453/home/11815100,MLS PIN,72695749,N,Y,42.3776769,-71.2094995
PAST SALE,November-14-2022,Condo/Co-op,23 Jacqueline Rd Unit D,Waltham,MA,2452,275000,2,1,Waltham,780,,1979,,353,370,Sold,,,https://www.redfin.com/MA/Waltham/23-Jacqueline-Rd-02452/unit-D/home/11800956,MLS PIN,73053091,N,Y,42.4071371,-71.2320816
PAST SALE,July-29-2022,Single Family Residential,28 Howard St,Waltham,MA,2451,740000,5,1.5,Waltham,2805,6125,1920,,264,,Sold,,,https://www.redfin.com/MA/Waltham/28-Howard-St-02451/home/11812246,MLS PIN,72994465,N,Y,42.3773058,-71.2450319
PAST SALE,July-15-2021,Multi-Family (5+ Unit),11 Hammond St,Waltham,MA,2451,2900000,19,10,Waltham,15926,12001,1838,,182,,Sold,,,https://www.redfin.com/MA/Waltham/11-Hammond-St-02451/home/11812290,MLS PIN,72808952,N,Y,42.3767224,-71.2465082
PAST SALE,November-16-2020,Single Family Residential,71 Stone Rd,Waltham,MA,2453,700000,3,3,Waltham,2000,5837,1947,,350,,Sold,,,https://www.redfin.com/MA/Waltham/71-Stone-Rd-02453/home/11815356,MLS PIN,72716735,N,Y,42.3762261,-71.2073482
PAST SALE,December-15-2020,Single Family Residential,82 Bowdoin Ave,Waltham,MA,2451,530000,3,1.5,North Waltham,1560,3441,1977,,340,,Sold,,,https://www.redfin.com/MA/Waltham/82-Bowdoin-Ave-02451/home/11802157,MLS PIN,72756969,N,Y,42.4028208,-71.24205
PAST SALE,October-21-2019,Townhouse,89 South St #2,Waltham,MA,2453,572000,2,1.5,Waltham,1500,,2005,,381,256,Sold,,,https://www.redfin.com/MA/Waltham/89-South-St-02453/unit-2/home/11823256,MLS PIN,72555935,N,Y,42.3729242,-71.2503682
PAST SALE,October-10-2018,Condo/Co-op,54 Lionel Ave Unit A,Waltham,MA,2452,320000,2,1,Waltham,760,,1979,,421,350,Sold,,,https://www.redfin.com/MA/Waltham/54-Lionel-Ave-02452/unit-A/home/11803137,MLS PIN,72388551,N,Y,42.4061271,-71.2315651
PAST SALE,June-21-2022,Condo/Co-op,31 Pond St #8,Waltham,MA,2451,299900,1,1,Waltham,540,,1981,,555,264,Sold,,,https://www.redfin.com/MA/Waltham/31-Pond-St-02451/unit-8/home/113075426,MLS PIN,72978031,N,Y,42.3798655,-71.2375182
PAST SALE,August-15-2022,Single Family Residential,22 Appleton St,Waltham,MA,2453,725000,4,2,Waltham,3046,8795,1900,,238,,Sold,,,https://www.redfin.com/MA/Waltham/22-Appleton-St-02453/home/11813224,MLS PIN,73017150,N,Y,42.3761325,-71.2315736
PAST SALE,October-18-2019,Condo/Co-op,73 Robbins St #2,Waltham,MA,2453,100000,0,1,Waltham,217,,1981,,461,140,Sold,,,https://www.redfin.com/MA/Waltham/73-Robbins-St-02453/unit-2/home/11819502,MLS PIN,72566832,N,Y,42.3644059,-71.240177
PAST SALE,October-31-2022,Single Family Residential,110 Lakeview Ave,Waltham,MA,2451,545000,2,1,Waltham,1176,3202,1920,,463,,Sold,,,https://www.redfin.com/MA/Waltham/110-Lakeview-Ave-02451/home/11801909,MLS PIN,73042405,N,Y,42.4050306,-71.24461
PAST SALE,October-21-2022,Multi-Family (2-4 Unit),57 Adams St,Waltham,MA,2453,2900000,8,8,Waltham,5600,7680,2022,,518,,Sold,,,https://www.redfin.com/MA/Waltham/57-Adams-St-02453/home/11817131,MLS PIN,73044339,N,Y,42.3693701,-71.2401302
PAST SALE,July-23-2018,Condo/Co-op,182 River St #182,Waltham,MA,2453,230000,1,1,Waltham,446,,1983,,516,275,Sold,,,https://www.redfin.com/MA/Waltham/182-River-St-02453/unit-182/home/108588292,MLS PIN,72336653,N,Y,42.370314,-71.223122
PAST SALE,April-1-2020,Townhouse,178 Bishops Forest Dr #178,Waltham,MA,2452,640000,2,3.5,Waltham,2287,,1994,,280,548,Sold,,,https://www.redfin.com/MA/Waltham/178-Bishops-Forest-Dr-02452/unit-178/home/77515988,MLS PIN,72611099,N,Y,42.4022968,-71.2264401
PAST SALE,,Condo/Co-op,180B River St #7,Waltham,MA,2453,192500,1,1,,504,,1983,,382,,,,,https://www.redfin.com/MA/Waltham/180B-River-St-02453/unit-7/home/11818074,,,N,Y,42.3706089,-71.2228721
PAST SALE,September-15-2020,Single Family Residential,33 Dexter St,Waltham,MA,2453,678000,3,1.5,Waltham,1766,3485,1910,,384,,Sold,,,https://www.redfin.com/MA/Waltham/33-Dexter-St-02453/home/11819957,MLS PIN,72700017,N,Y,42.3618912,-71.2376065
PAST SALE,October-27-2020,Single Family Residential,463 Lincoln St,Waltham,MA,2451,585000,4,2,Lakeview,1736,4835,1958,,337,,Sold,,,https://www.redfin.com/MA/Waltham/463-Lincoln-St-02451/home/11820637,MLS PIN,72728878,N,Y,42.4035578,-71.2483844
PAST SALE,July-15-2021,Condo/Co-op,32 Whitman Rd Unit 2-2,Waltham,MA,2453,370000,2,1,Waltham,726,,1982,,510,426,Sold,,,https://www.redfin.com/MA/Waltham/32-Whitman-Rd-02453/unit-2-2/home/11815486,MLS PIN,72830757,N,Y,42.3753201,-71.2083183
PAST SALE,July-16-2021,Single Family Residential,67 Bright St,Waltham,MA,2453,1120000,4,3.5,Waltham,2750,7662,1950,,407,,Sold,,,https://www.redfin.com/MA/Waltham/67-Bright-St-02453/home/11813677,MLS PIN,72822923,N,Y,42.3751193,-71.2231738
PAST SALE,July-23-2021,Single Family Residential,71 Longfellow Rd,Watertown,MA,2472,800000,3,1.5,Watertown,1375,5667,1940,,582,,Sold,,,https://www.redfin.com/MA/Watertown/71-Longfellow-Rd-02472/home/11693968,MLS PIN,72842313,N,Y,42.3760915,-71.2056774
PAST SALE,August-30-2021,Single Family Residential,44 Kendall Park,Waltham,MA,2451,730000,3,1.5,Waltham,1394,8712,1950,,524,,Sold,,,https://www.redfin.com/MA/Waltham/44-Kendall-Park-02451/home/11807942,MLS PIN,72870783,N,Y,42.3851272,-71.2432681
PAST SALE,August-30-2019,Single Family Residential,6 Nottingham,Waltham,MA,2452,775000,3,3.5,Waltham,2000,4020,2009,,388,,Sold,,,https://www.redfin.com/MA/Waltham/6-Nottingham-St-02452/home/11805567,MLS PIN,72535194,N,Y,42.3981942,-71.2019913
PAST SALE,February-27-2019,Single Family Residential,44 Gentlemans Way,Waltham,MA,2452,1025000,3,2,Storer Conservation/Robert Treat Paine Estate/Bentley,3222,23872,1985,,318,,Sold,,,https://www.redfin.com/MA/Waltham/44-Gentlemans-Way-02452/home/11809268,MLS PIN,72438928,N,Y,42.3850663,-71.2309471
PAST SALE,October-11-2022,Single Family Residential,16 Dobbins St,Waltham,MA,2451,1100000,4,2.5,Lincoln Heights,2264,7200,2002,,486,,Sold,,,https://www.redfin.com/MA/Waltham/16-Dobbins-St-02451/home/11802781,MLS PIN,73026498,N,Y,42.4012598,-71.2491152
PAST SALE,April-7-2022,Single Family Residential,69 Lura Ln,Waltham,MA,2451,901900,5,3,Waltham,2654,34595,1974,,340,,Sold,,,https://www.redfin.com/MA/Waltham/69-Lura-Ln-02451/home/11804492,MLS PIN,72954292,N,Y,42.3936995,-71.2489283
PAST SALE,October-31-2021,Multi-Family (2-4 Unit),19-21 Auburn St,Waltham,MA,2453,975000,7,3,Cedarwood,3252,5227,1910,,300,,Sold,,,https://www.redfin.com/MA/Waltham/19-Auburn-St-02453/home/11438133,MLS PIN,72894081,N,Y,42.3736657,-71.2512246
PAST SALE,August-28-2018,Multi-Family (2-4 Unit),267-269 Dale St,Waltham,MA,2451,740000,8,2,Prospectville,2966,8777,1883,,249,,Sold,,,https://www.redfin.com/MA/Waltham/267-Dale-St-02451/home/181077346,MLS PIN,72358919,N,Y,42.3860255,-71.2489243
PAST SALE,,Condo/Co-op,41 Casey Cir,Waltham,MA,2451,550000,2,2.5,,1440,,1983,,382,,,,,https://www.redfin.com/MA/Waltham/41-Casey-Cir-02451/home/11801612,,,N,Y,42.405571,-71.251152
PAST SALE,November-23-2021,Townhouse,270 Bishops Forest Dr #270,Waltham,MA,2452,945000,4,3.5,Waltham,3084,,1993,,306,794,Sold,,,https://www.redfin.com/MA/Waltham/270-Bishops-Forest-Dr-02452/home/11803607,MLS PIN,72892925,N,Y,42.3997535,-71.2288589
PAST SALE,April-15-2020,Townhouse,53 Bartlett Way #304,Waltham,MA,2452,661000,2,2,Waltham,1585,,2006,,417,598,Sold,,,https://www.redfin.com/MA/Waltham/53-Bartlett-Way-02452/unit-304/home/12430575,MLS PIN,72618046,N,Y,42.4092234,-71.2250069
PAST SALE,June-12-2019,Multi-Family (2-4 Unit),11 Massasoit Ct,Waltham,MA,2453,530000,4,2,Waltham,2208,5000,1880,,240,,Sold,,,https://www.redfin.com/MA/Waltham/11-Massasoit-Ct-02453/home/11813619,MLS PIN,72474398,N,Y,42.3759462,-71.2258655
PAST SALE,September-10-2021,Townhouse,325 Bacon St #7,Waltham,MA,2451,809000,2,2.5,Piety Corner,2867,60000,2013,,282,380,Sold,,,https://www.redfin.com/MA/Waltham/325-Bacon-St-02451/unit-7/home/40392607,MLS PIN,72837991,N,Y,42.3874607,-71.2396272
PAST SALE,June-17-2022,Multi-Family (2-4 Unit),1082-1084 Main St,Waltham,MA,2451,1099000,6,3,Waltham,3400,5502,1890,,323,,Sold,,,https://www.redfin.com/MA/Waltham/1082-Main-St-02451/home/11811447,MLS PIN,72977824,N,Y,42.3761221,-71.2557007
PAST SALE,July-24-2020,Townhouse,7 Moore St #1,Waltham,MA,2453,650000,3,2.5,Waltham,1952,,2005,,333,83,Sold,,,https://www.redfin.com/MA/Waltham/7-Moore-St-02453/unit-1/home/11822565,MLS PIN,72672568,N,Y,42.3685143,-71.2260805
PAST SALE,September-29-2020,Condo/Co-op,17 Robbins St Unit 3-2,Waltham,MA,2453,410000,1,1,Waltham,800,,1930,,513,300,Sold,,,https://www.redfin.com/MA/Waltham/17-Robbins-St-02453/unit-3-2/home/18960422,MLS PIN,72716027,N,Y,42.364977,-71.2428969
PAST SALE,October-26-2022,Vacant Land,15 Bowker St Lot 1 And 2,Waltham,MA,2453,915000,,,Waltham,,10001,,,,,Sold,,,https://www.redfin.com/MA/Waltham/15-Bowker-St-Lot-1-And-2-02453/home/179310122,MLS PIN,72975504,N,Y,42.3825,-71.20034
PAST SALE,March-15-2023,Condo/Co-op,51 Vernon St #1,Waltham,MA,2453,517000,2,2,Waltham,1117,7327,1900,,463,275,Sold,,,https://www.redfin.com/MA/Waltham/51-Vernon-St-02453/unit-1/home/183840998,MLS PIN,73071635,N,Y,42.3745235,-71.2490493
PAST SALE,August-6-2021,Condo/Co-op,9 Barton St #2,Waltham,MA,2453,385000,1,1,Waltham,755,5000,1900,,510,150,Sold,,,https://www.redfin.com/MA/Waltham/9-Barton-St-02453/unit-2/home/12430688,MLS PIN,72847214,N,Y,42.376146,-71.2283493
PAST SALE,August-31-2020,Single Family Residential,227 Hardy Pond Rd,Waltham,MA,2451,550000,3,1.5,Waltham,1372,10600,1976,,401,,Sold,,,https://www.redfin.com/MA/Waltham/227-Hardy-Pond-Rd-02451/home/11800093,MLS PIN,72691587,N,Y,42.4116163,-71.2478159
PAST SALE,October-27-2022,Townhouse,19 Bishops Forest Dr #19,Waltham,MA,2452,775000,3,3,Waltham,2251,2613600,1987,,344,613,Sold,,,https://www.redfin.com/MA/Waltham/19-Bishops-Forest-Dr-02452/unit-19/home/181738056,MLS PIN,73035500,N,Y,42.40221,-71.2294465
PAST SALE,May-16-2022,Single Family Residential,16 Brigham Rd,Waltham,MA,2453,695000,4,3,Waltham,2011,7850,1940,,346,,Sold,,,https://www.redfin.com/MA/Waltham/16-Brigham-Rd-02453/home/11814197,MLS PIN,72965650,N,Y,42.3763527,-71.2129174
PAST SALE,May-27-2021,Single Family Residential,35 Circle Dr,Waltham,MA,2451,705000,4,2,Waltham,1548,11304,1952,,455,,Sold,,,https://www.redfin.com/MA/Waltham/35-Circle-Dr-02452/home/11681539,MLS PIN,72825570,N,Y,42.4046543,-71.2193807
PAST SALE,April-27-2020,Condo/Co-op,20 Flood St #5,Waltham,MA,2453,272500,2,1,Waltham,627,,1963,,435,350,Sold,,,https://www.redfin.com/MA/Waltham/20-Flood-St-02453/unit-5/home/11822198,MLS PIN,72648006,N,Y,42.3672943,-71.2243647
PAST SALE,April-4-2019,Condo/Co-op,180 - B River St #8,Waltham,MA,2453,205000,1,1,Waltham,531,,1983,,386,363,Sold,,,https://www.redfin.com/MA/Waltham/180A-River-St-02453/unit-8/home/11821553,MLS PIN,72466104,N,Y,42.3705612,-71.2232772
PAST SALE,February-6-2023,Single Family Residential,24 Coolidge Ave,Waltham,MA,2452,610000,3,1.5,Waltham,1152,5062,1955,,530,,Sold,,,https://www.redfin.com/MA/Waltham/24-Coolidge-Ave-02452/home/11804006,MLS PIN,73068895,N,Y,42.4044602,-71.2180224
PAST SALE,April-28-2022,Condo/Co-op,168 Adams St #1,Waltham,MA,2453,538000,2,1,Waltham,850,,1900,,633,250,Sold,,,https://www.redfin.com/MA/Waltham/168-Adams-St-02453/unit-1/home/11823022,MLS PIN,72952072,N,Y,42.3652412,-71.241029
PAST SALE,December-8-2020,Single Family Residential,39 Leitha Dr,Waltham,MA,2451,704000,3,2,Waltham,1520,18513,1960,,463,,Sold,,,https://www.redfin.com/MA/Waltham/39-Leitha-Dr-02451/home/11799466,MLS PIN,72734603,N,Y,42.4133412,-71.2384883
PAST SALE,April-16-2019,Multi-Family (2-4 Unit),7-9 Mechanic Srteet,Waltham,MA,2453,700000,8,3,Waltham,2900,4760,1900,,241,,Sold,,,https://www.redfin.com/MA/Waltham/7-9-Mechanic-St-02453/home/11813172,MLS PIN,72455342,N,Y,42.3747519,-71.2377396
PAST SALE,May-27-2021,Townhouse,133 Ash St #1,Waltham,MA,2453,820000,3,3.5,Waltham,2000,,2021,,410,200,Sold,,,https://www.redfin.com/MA/Waltham/133-Ash-St-02453/unit-1/home/174916844,MLS PIN,72812600,N,Y,42.3654293,-71.2369064
PAST SALE,April-13-2020,Single Family Residential,543 Lexington St,Waltham,MA,2452,692000,3,1.5,Piety Corner,2142,6011,1935,,323,,Sold,,,https://www.redfin.com/MA/Waltham/543-Lexington-St-02452/home/11804593,MLS PIN,72617601,N,Y,42.3942997,-71.2367393
PAST SALE,December-7-2021,Single Family Residential,33 Winter St,Waltham,MA,2451,700000,4,2,Piety Corner,2170,15002,1955,,323,,Sold,,,https://www.redfin.com/MA/Waltham/33-Winter-St-02451/home/11804366,MLS PIN,72890468,N,Y,42.3946269,-71.2445675
PAST SALE,October-31-2019,Condo/Co-op,204 Clocktower Dr #212,Waltham,MA,2452,461000,2,1,Waltham,1030,,2009,,448,433,Sold,,,https://www.redfin.com/MA/Waltham/204-Clocktower-Dr-02452/unit-212/home/39584782,MLS PIN,72571000,N,Y,42.4093836,-71.2231042
PAST SALE,October-14-2021,Single Family Residential,214 Warren St,Waltham,MA,2453,825000,3,2,Warrendale,2988,6997,1955,,276,,Sold,,,https://www.redfin.com/MA/Waltham/214-Warren-St-02453/home/11810182,MLS PIN,72892752,N,Y,42.380281,-71.2043315
PAST SALE,December-21-2021,Single Family Residential,26 Marivista Ave,Waltham,MA,2451,550000,3,1.5,Lakeview,1104,3999,1962,,498,,Sold,,,https://www.redfin.com/MA/Waltham/26-Marivista-Ave-02451/home/11803237,MLS PIN,72916866,N,Y,42.4014497,-71.2396111
PAST SALE,December-6-2018,Multi-Family (2-4 Unit),46/48 Adams St,Waltham,MA,2453,591000,6,2.5,Waltham,2228,7500,1870,,265,,Sold,,,https://www.redfin.com/MA/Waltham/46-Adams-St-02453/home/11817165,MLS PIN,72381711,N,Y,42.3695472,-71.2394504
PAST SALE,February-28-2022,Single Family Residential,148 Brewster Rd,Waltham,MA,2451,1125000,3,3.5,Glendmeadow West,3209,9239,2013,,351,,Sold,,,https://www.redfin.com/MA/Waltham/148-Brewster-Rd-02451/home/11799243,MLS PIN,72933812,N,Y,42.4147038,-71.2478623
